PREGUNTA,RESPUESTA_A,RESPUESTA_B,RESPUESTA_C,RESPUESTA_D,RESPUESTA_CORRECTA,BLOQUE,AUTOR,PROMOCION,ANNO_CREACION,OBSERVACIONES,NUMERO_TEST,NUMERO_PREGUNTA,ID,TEMAS,REVISADA,ESTADO,REVISOR,SENTENCIA,,EXAMEN,ESTADO,,
"Según MAGERIT v3, ¿quiénes son participantes en la tarea PS.2 (Plan de ejecución) para llevar a cabo un Plan de Seguridad?","El equipo de proyecto, especialistas en seguridad y especialistas en áreas específicas de seguridad.",Departamento de desarrollo y departamento de compras.,El equipo de proyecto y personal especializado en la salvaguarda en cuestión.,El director de proyecto y el comité de seguimiento.,B,B1,EMA,PREPARATIC24,2016,AGE A2 2015,,,,36,,,,,,AGE A2 2015,,,
Señale qué dos activos esenciales marcan los requisitos de seguridad para todos los demás componentes del sistema según la metodología Magerit versión 3:,Información y aplicaciones.,Información y servicios.,Aplicaciones e instalaciones.,Información y personal.,B,B1,EMA,PREPARATIC24,2016,AGE A2 2015,,,,36,,,,,,AGE A2 2015,,,
"En el análisis algorítmico descrito en la guía de técnicas de Magerit v3, el coeficiente denominado 'grado de dependencia', es un coeficiente aplicado a las dependencias entre:","activos en el modelo cualitativo, que varía entre 0,0 (activos independientes) y 1,0 (activos con dependencia absoluta).","activos en el modelo cuantitativo, que varía entre 0,0 (activos independientes) y 1,0 (activos con dependencia absoluta).","activos en el modelo cualitativo, que varía entre 0,0 (activos con dependencia absoluta) y 1,0 (activos independientes).","activos en el modelo cuantitativo, que varía entre 0,0 (activos con dependencia absoluta) y 1,0 (activos independientes).",B,B1,EMA,PREPARATIC24,2016,AGE A2 2015,,,,36,,,,,,AGE A2 2015,,,
¿Cuál es la fuente principal para calcular los tiempos estimados de recuperación de las actividades (RTO)?,Plan de Respuesta ante incidentes.,Pruebas de stress.,Plan de Comunicación de crisis.,Análisis de impacto en el negocio.,D,B1,EMA,PREPARATIC24,2016,AGE A2 2015,,,,36,,,,,,AGE A2 2015,,,
El intervalo o la latencia de tiempo entre la última transacción de datos confirmada antes del error y los datos más recientes recuperados después del error se denomina:,Objetivo de tiempo de recuperación (RTO).,Objetivo de punto de recuperación (RPO).,Objetivo de nivel de recuperación (RLO).,Objetivo de datos de recuperación (RDO).,B,B1,EMA,PREPARATIC24,2016,AGE A2 2015,,,,36,,,,,,AGE A2 2015,,,
Los contratos que celebren los poderes adjudicadores se perfeccionan con su:,Ejecución,Adjudicación,Licitación,Formalización,D,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11859,37,,,,,,AGE A1 2015,,,11859
Un contrato menor tiene una duración máxima de:,Un año prorrogable,Dos años no prorrogables,Un año no prorrogable,Dos años prorrogables,C,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11876,37,,,,,,AGE A1 2015,,,11876
"En un contrato cuyo presupuesto es de 100.000 euros sin IVA y se adjudica por 80.000, IVA excluido, la garantía definitiva será de:",2.400 euros,4.000 euros,3.200 euros,1.600 euros,B,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11879,37,,,,,,AGE A1 2015,,,11879
La titularidad de los derechos de explotación de un programa de ordenador por una persona jurídica expirará:,"A los setenta años, computados desde el día siguiente al de su divulgación.","A los cincuenta años, computados desde el día uno de enero del año siguiente al de su divulgación lícita, o al de su creación si no se hubiera divulgado.","A los cincuenta años, computados desde el día siguiente al de su divulgación.","A los setenta años, computados desde el día uno de enero del año siguiente al de su divulgación lícita o al de su creación si no se hubiera divulgado.",D,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11872,41,,,,,,AGE A1 2015,,,11872
"Según WCAG 2.0, ¿con qué principio está relacionada la pauta “Hacer que las páginas web aparezcan y operen de forma predecible”?",Perceptible,Operable,Comprensible,Robusto,C,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11873,42,,,,,,AGE A1 2015,,,11873
Si quiero desarrollar un sitio web con un diseño adaptativo (responsive web design) con un framework elegiría:,Python.,Euphoria 3.0.,Groovy.,Bootstrap.,D,B1,EMA,PREPARATIC24,2016,AGE A2 2015,,,,42,,,,,,AGE A2 2015,,,
"Dentro de la especificación WAI-ARIA 1.0, ¿cuál de las siguientes opciones es un valor válido para el atributo role?",paragraph,rowtitle,tab,anchor,C,B1,EMA,PREPARATIC24,2016,AGE A2 2015,,,,42,,,,,,AGE A2 2015,,,
"De entre las siguientes, ¿qué herramienta sirve para evaluar la accesibilidad de una Web?",IndieUI: Independent User Interface.,TAW: Test de Accesibilidad Web.,WAI-ARIA: Web Accessibility Initiative - Accessible Rich Internet Applications Suite.,UAAG: User Agent Accessibility Guidelines.,B,B1,EMA,PREPARATIC24,2016,AGE A2 2015,,,,42,,,,,,AGE A2 2015,,,
¿A quién está destinado principalmente las Pautas de Accesibilidad al Contenido en la Web (WCAG)?,A desarrolladores de navegadores web y reproductores multimedia.,"A desarrolladores de herramientas de autor, como herramientas de creación de páginas web o de creación de archivos multimedia.",A desarrolladores de herramientas de evaluación de la accesibilidad web.,Todas las respuestas son correctas.,C,B1,LGD,PREPARATIC24,2016,Junta de Extremadura A1 2015,,,,42,,,,,,Junta de Extremadura A1 2015,,,
"El artículo 16 del Esquema Nacional de Interoperabilidad establece las condiciones de licenciamiento aplicables en el ámbito de la reutilización y transferencia de tecnología, ¿cuál de las siguientes licencias recomienda expresamente aplicar, sin perjuicio de otras licencias que garanticen los derechos expuestos en el mencionado artículo?",ASF-AL (Apache License 2.0),EUPL (European Union Public License),LGPL (Lesser General Public License),MIT(MIT License),B,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11822,43,,,,,,AGE A1 2015,,,11822
"En el marco europeo de interoperabilidad de sistemas de información, ¿qué programa de la Unión Europea ha estado en vigor entre 2010 y 2015?",Interchange of Data between Administrations (IDA),Interoperability Solutions for European Public Administrations (ISA),"Interoperable Delivery of Pan-European eGovernment Services to Public Administrations, Businesses and Citizens (IDABC)",Interoperability Electronic European Solution (IEES),B,B1,A.deGrado,PREPARATIC24,2016,AGE A1 2015,,,11874,43,,,,,,AGE A1 2015,,,11874
"En cuanto al sistema EGEO, señale la afirmación correcta:","Permite la representación de mapas temáticos, georreferenciados, buscador de recursos georreferenciados con filtros definidos por el usuario, y de magnitud.",Utiliza únicamente sobre mapas oficiales del Instituto Geográfico Nacional (IGN).,Es un servicio común dirigido a órganos y organismos de la Administración General del Estado.,"Para su manejo, es necesario contar con conocimientos de georreferenciación.",A,B1,LGD,PREPARATIC24,2016,Catálogo de servicios de la administración digital,,,,43,,,,,,,,,
"Sobre el servicio común Autentica, señale la respuesta correcta:","Autentica ofrece únicamente servicios de autenticación de empleados públicos de las AA.PP. y usuarios relacionados,","Su objetivo es constituirse como el servicio común compartido de referencia para los órganos y organismos de la Administración General del Estado, para sus aplicaciones internas.","El servicio provee atributos de los usuarios autenticados relacionados con la unidad y el puesto de destino, incluyendo correo electrónico y teléfono.","Ofrece funcionalidad de autorización de usuarios, únicamente pertenecientes a la Administración General del Estado.",C,B1,LGD,PREPARATIC24,2016,Catálogo de servicios de la administración digital,,,,43,,,,,,,,,
"Respecto a la carpeta ciudadana, señale la respuesta incorrecta:",Se trata de un área personal en la que cualquier ciudadano disponga de toda su información custodiada y gestionada por parte de la Administración General del Estado.,Permite comprobar el Estado de los expedientes con distintos organismos.,La autenticación del ciudadano se realiza a través de certificados digitales.,"Muestra al ciudadano los Apoderamientos del Registro Electrónico de Apoderamientos (REA), tanto para los poderdantes como los apoderados, posibilitando la revocación y la renuncia respectivamente.",C,B1,LGD,PREPARATIC24,2016,Catálogo de servicios de la administración digital,,,,43,,,,,,,,,
Los Portales de EE.LL. y CC.AA. ofrecen una herramienta de gestión de identidades de los empleados públicos de las entidades locales o autonómicas. Señale la respuesta incorrecta.,Los empleados públicos de las EE.LL. o CC.AA. tienen que solicitar el alta en alguna unidad local o autonómica.,Proporcionan también información del cargo y rol asociados.,Cualquier organismo público puede solicitar la inclusión en la plataforma de nuevas aplicaciones dirigidas a las EE.LL. o CC.AA.: éstas podrán acceder desde un punto centralizado al nuevo servicio.,"Los portales están integrados y sincronizados con el Directorio Común de Unidades Orgánicas y Oficinas ‐ DIR3, permitiendo que la gestión de usuarios y roles no se vea afectada por cambios en el directorio.",A,B1,LGD,PREPARATIC24,2016,Catálogo de servicios de la administración digital,,,,43,,,,,,,,,
"El Real Decreto 424/2016, de 11 de noviembre establece la estructura orgánica básica de los departamentos ministeriales. Señale la respuesta falsa.","Dentro del Ministerio de Energía, Turismo y Agenda Digital se encuentra la Secretaría de Estado para la Sociedad de la Información y la Agenda Digital, de la que depende la Dirección General de Telecomunicaciones y Tecnologías de la Información.",Suprime la Dirección de Tecnologías de la Información y las Comunicaciones.,La Dirección General de Racionalización y Centralización de la Contratación es un órgano directivo perteneciente a la Subsecretaría de Hacienda y Función Pública.,"La Secretaría General de Administración Digital, con rango de Dirección general depende de la Secretaría de Estado de Función Pública.",D,B1,LGD,PREPARATIC24,2016,Catálogo de servicios de la administración digital,,,,43,,,,,,,,,
Sobre el Sistema de Interconexión de Registros (SIR):,Es la infraestructura básica que permite el intercambio de asientos electrónicos de registro entre los órganos y organismos de la Administración General del Estado.,"Permite eliminar el tránsito de papel entre administraciones, aumentando la eficiencia y eliminando los costes de manipulación y remisión del papel, gracias a la generación de copias auténticas electrónicas de la documentación presentada en los asientos de registro.",No es necesario que la aplicación de registro esté certificada con la norma SICRES 3.0.,"La integración en SIR se realiza mediante aplicaciones de registro comunes como GEISER y ORVE o bien, siempre que se justifique, mediante aplicaciones previamente certificadas por la Comisión de Estrategia TIC.",B,B1,LGD,PREPARATIC24,2016,Catálogo de servicios de la administración digital,,,,43,,,,,,,,,
"Respecto al Sistema de Información Administrativa, señale la respuesta falsa:","Contiene la relación de procedimientos y servicios de la AGE, y de todas las administraciones participantes.","Cumple para la AGE el requisito establecido en el artículo 9 del Esquema Nacional de Interoperabilidad, que obliga a las Administraciones públicas a mantener actualizado un Inventario de Información Administrativa.","SIA está diseñado para permitir la administración distribuida y la actualización corresponsable por todas las Administraciones participantes, mediante una aplicación web.",Los usuarios son gestionados por una red de responsables de cada Departamento.,C,B1,LGD,PREPARATIC24,2016,Catálogo de servicios de la administración digital,,,,43,,,,,,,,,
"Señale la respuesta falsa respecto a Habilit@, Registro de Funcionarios Habilitados:","El artículo 12.3 de la Ley 39/2015recoge que la Administración General del Estado, las Comunidades Autónomas y las Entidades Locales mantendrán actualizado un registro, u otro sistema equivalente, donde constarán los funcionarios habilitados para la identificación o firma.","La Orden HAP/8/2014, de 7 de enero, regula el Registro de funcionarios habilitados para la identificación y autenticación de ciudadanos en el ámbito de la Administración General del Estado y sus organismos públicos vinculados o dependientes.","En el caso en que el ciudadano no disponga de medios de autenticación y firma para relacionarse de manera electrónica con las Administraciones, la Ley 39/2015 prevé que, siempre que el ciudadano se identifique y deje constancia de su consentimiento expreso, un funcionario podrá actuar en su nombre, utilizando el sistema de firma del que disponga para ello.",También se establece en la misma Ley 39/2015 que las Administraciones Públicas podrán realizar copias auténticas de los documentos públicos administrativos o privados mediante funcionario habilitado.,B,B1,LGD,PREPARATIC24,2016,Catálogo de servicios de la administración digital,,,,43,,,,,,,,,
