PREGUNTA,RESPUESTA_A,RESPUESTA_B,RESPUESTA_C,RESPUESTA_D,RESPUESTA_CORRECTA,BLOQUE,AUTOR,PROMOCION,ANNO_CREACION,OBSERVACIONES,NUMERO_TEST,NUMERO_PREGUNTA,ID,TEMAS,REVISADA,ESTADO,REVISOR,SENTENCIA,,EXAMEN,ESTADO_SEGUNDA_REVISION,
" Respecto al ámbito de actuación en la Plataforma de validación y firma electrónica, @firma, del Ministerio de Administraciones Públicas, señale la opción correcta:",Administración General del Estado y sus Organismos Públicos.,Todas las Administraciones Públicas y Organismos asociados.,"Se exceptúan las Entidades Locales, Diputaciones provinciales y Cabildos, que acceden a los servicios proporcionados por las Comunidades Autónomas de su ámbito territorial.",Se ofrecen los servicios de validación y firma a cualquier organización de carácter público y privado,B,B1,RBL,XVIII,2009,MAP 2008 A2,50,10,5797,19,2016,Revisada,SGC,UPDATE,,Examen TIC MAP A2 2008,,
Indique cuales son las funciones fundamentales de la Comisión Sectorial de Administración electrónica.,"Asegurar la compatibilidad e interoperabilidad de los sistemas y aplicaciones empleados por las Administraciones Públicas. Impulsar el desarrollo de la administración electrónica en España. Asegurar la cooperación entre las Administraciones Públicas para proporcionar información administrativa clara, actualizada e inequívoca.","Desarrollar servicios centrados en los ciudadanos
",La reutilización de los desarrollos y soluciones por todas las Comunidades Autónomas.,"Incorporar a todas las Comunidades Autónomas a la red de atención integral a los ciudadanos, Red 060.",A,B1,RBL,XVIII,2009,MAP 2008 A2. Actualizado según Ley 40/2015,34,77,5798,19,2016,Corregida,SGC,UPDATE,,Examen TIC MAP A2 2008,,
"El funcionamiento del ""Sistema de Verificación de Datos de Identidad"" está determinado por el Real Decreto 522/2006 por el que se suprime la aportación de fotocopias de documentos de identidad en los procedimientos administrativos. Según dicho Real Decreto, la supresión de la aportación de fotocopias de documentos de identidad en los procedimientos administrativos es obligatoria para:",La Administración General del Estado y los organismos públicos vinculados o dependientes de aquella.,La Administración General del Estado y las Administraciones Autonómicas y los organismos públicos vinculados o dependientes de las anteriores.,Todas las Administraciones Públicas.,"Todas las Administraciones Públicas y cualquier otro, organismo o entidad con personal jurídica propia siempre que uno o varios sujetos pertenecientes al sector público financien mayoritariamente su actividad.",A,B1,RBL,XVIII,2009,MAP 2008 A2,36,61,5799,19,2016,A eliminar,SGC,DELETE,,Examen TIC MAP A2 2008,,
"En base a la ley 59/2003, en que se diferencia la firma electrónica reconocida de la firma electrónica avanzada?",En la clase de certificado electrónico en que se basa.,En el tipo de dispositivo criptográfico utilizado para la custodia de la clave privada.,En la duracion maxima de su validez. La validez de la firma electrónica reconocida nunca podra exceder de 4 años.,Las respuestas A y B son correctas.,D,B2,orm1,XVIII,2009,"Ley 59/2003, artículo 3",0,52,5800,19,2016,A eliminar,SGC,DELETE,,,,
La Comisión Sectorial de administración electrónica depende de:,La Conferencia Sectorial de Administración Pública.,La Comisión Permanente del Consejo Superior de Administración Electrónica.,El Director General para el impulso de la Administración electrónica.,Presidencia del Gobierno.,A,B1,RBL,XVIII,2009,MAP 2008 A2. Actualizado según Ley 40/2015,50,14,5801,19,2016,Corregida,SGC,UPDATE,,Examen TIC MAP A2 2008,,
¿Cúal debería ser un criterio a tener en cuenta para adquirir nuevo hardware?,Cuando hay presupuesto suficiente para la adquisición.,Cuando la vida esperada supera el periodo de amortización.,Cuando no hay o son reducidos los riesgos de obsolescencia.,Todas las anteriores son ciertas.,D,B1,MJB,XVIII,2009,,0,13,5802,39,2016,Revisada,SGC,UPDATE,,,,
¿Cuál no es en general cierto a la hora de tomar una decisión sobre adquirir o desarrollar a medida un software?,"Si existe un software que satisface los requisitos aunque requiere alguna adaptación deberíamos prodecer con cuidado a la hora de adquirirlo, ya que el coste de modificar el software podría superar el coste de desarrollarlo a medida.","Si existe un software que satisface los requisitos aunque requiere alguna adaptación deberíamos adquirirlo, ya que el coste de modificar el software es siempre inferior al coste de desarrollarlo a medida.","Si existe un software que satisface los requisitos deberíamos adquirirlo, ya que el coste de desarrollar un software equivalente será en general mayor que el la adquisición.","Si existe un software que satisface los requisitos deberíamos 
tener en cuenta también el coste que supone el mantenimiento del mismo para los años siguientes, ya que en muchos productos comerciales el coste del mantenimiento suele ser un gasto importante.",B,B1,MJB,XVIII,2009,,0,52,5807,39,2016,Revisada,SGC,UPDATE,,,,
¿Cuál de las siguientes afirmaciones es falsa respecto de UML?:,"Los paquetes pueden contener clases, objetos, relaciones, componentes, nodos y diagramas asociados.","Los diagramas de clases expresan la estructura estática de un sistema, con las clases, los atributos y las operaciones.","Las relaciones entre los casos de uso son de subordinación, dependencia, igualdad y superioridad.","Los nodos del diagrama de despliegue se representan con un cubo, y las líneas que los unen simbolizan los soportes de las comunicaciones.",C,B3,XVIII,XVIII,2009,,36,72,5809,89,2016,Revisada,SGC,UPDATE,,,,
Indique la respuesta correcta respecto al RD Legislativo 3/2011 de Contratos del Sector Público,Regula la subasta electrónica,Prohíbe la subasta electrónica,Suprime la adjudicación directa,No menciona la subasta electrónica,A,B1,MAP 2008 A1,XVIII,2009,MAP 2008 A1,53,15,5810,37,2016,Revisada,SGC,UPDATE,,Examen TIC MAP A1 2008,,
"¿Qué es, según el RD Legislativo 3/2011 de Contratos del Sector Público, el Perfil del Contratante (artículo 53)?",Un sitio web del que debe disponer cualquier licitador que quiera contratar con el sector público,La Plataforma de Contratación del Sector Público,Los sitios web de los Departamentos Ministeriales,Contendrá la información relativa a la actividad contractual del órgano de contratación y su forma de acceso deberá especificarse en las web institucionales de los entes del sector público.,D,B1,Preparatic XVIII,XVIII,2009,,48,12,5811,37,2016,Revisada,SGC,UPDATE,,,,
¿Dónde NO es necesario especificar la forma de acceso al Perfil del Contratante (artículo 53.1 RD Legislativo 3/2011)?,En las páginas Web institucionales que mantengan los entes del sector público,En el Boletín Oficial del Estado,En la Plataforma de Contratación del Sector Público,En los pliegos y anuncions de licitación,B,B1,Preparatic XVIII,XVIII,2009,,2,19,5812,37,2016,Revisada,SGC,UPDATE,,,,
El sistema informático que soporte el perfil de contratante deberá contar con un dispositivo que acredite (artículo 53.3 RD Legislativo 3/2011):,El responsable de la información publicada,El momento de inicio de la difusión pública de la información,Los plazos que hay que cumplir en el procedimiento,"La fecha y hora exactas de la adjudicación de un contrato
",B,B1,Preparatic XVIII,XVIII,2009,,13,98,5813,37,2016,Revisada,SGC,UPDATE,,,,
"¿Qué deberá publicarse, en todo caso, en el perfil de contratante, según el RD Legislativo 3/2011 de Contatos del Sector Público(artículo 53.2)?",Los procedimientos anulados,Los anuncios de licitación,La adjudicación de los contratos,Las licitaciones abiertas,C,B1,Preparatic XVIII,XVIII,2009,,3,86,5814,37,2016,Corregida,SGC,UPDATE,,,,
¿Cuál de los siguientes procedimientos de adjudicación NO se contempla en el RD Legislativo 3/2011 de Contratos del Sector Público?,Negociado,Abierto,Restringido,Concurso,D,B1,Preparatic XVIII,XVIII,2009,El concurso no es un procedimiento de adjudicación.,39,84,5815,37,2016,Revisada,SGC,UPDATE,,,,
"¿Qué NO es cierto de la subasta electrónica, según se desarrolla en RD Legislativo 3/2011 de Contratos del Sector Público (artículo 148)?",Se basará en variaciones referidas al precio o a valores de los elementos de la oferta que sean cuantificables y susceptibles de ser expresados en cifras o pocentajes,Los órganos de contratación deberán indicarlo en el anuncio de licitación,La subasta se iniciará el primer día hábil siguiente a la finalización del plazo de recepción de las ofertas,Se deberá indicar la fórmula matemática que se utilizará para la reclasificación automática de las ofertas,C,B1,Preparatic XVIII,XVIII,2009,"Entre la fecha de envío de las invitaciones y el comienzo de la subasta electrónica habrán de transcurrir, al menos, dos días hábiles.",2,82,5816,37,2016,Revisada,SGC,UPDATE,,,,
¿Qué NO es cierto de la Plataforma de Contratación del Sector Público (artículo 334 RD Legislativo 3/2011)?,El acceso de los interesados se efectuará a través de un portal único,Las Comunidades Autónomas y las Entidades Locales deberán dar publicidad a sus procedimientos de contratación a través de la Plataforma de Contratación del Estado,Es una plataforma electrónica que permite dar publicidad a través de Internet de los contratos del sector público,La publicación de anuncios y otra información relativa a los contratos en la plataforma surtirá los efectos previstos en la ley,B,B1,Preparatic XVIII,XVIII,2009,,23,15,5817,37,2016,Revisada,SGC,UPDATE,,,,
"Según el RD Legislativo 3/2011 de Contratos del Sector público, en su Disposición Adicional Decimosexta, las aplicaciones que se utilicen para efectuar las comunicaciones, notificaciones,y envíos documentales entre los licitadores y los órganos de contratación deberán poder acreditar:","La fecha y hora de su emisión o recepción,la integridad de su contenido, la confidencialidad, y el remitente y destinatario de las mismas","La fecha y hora de su emisión o recepción,la integridad de su contenido y el remitente y destinatario de las mismas","La fecha y hora de su recepción,la integridad de su contenido y el remitente de las mismas",Ninguna de las anteriores es cierta,B,B1,Preparatic XVIII,XVIII,2009,,19,78,5818,37,2016,Revisada,SGC,UPDATE,,,,
"En la técnica de estimación de puntos función, la complejidad de los procesos elementales transaccionales no se determina utilizando el número de:",DET (Data Element Type),RET (Record Element Type),FTR (File Type Referenced),Todos los anteriores se utilizan,B,B3,JCED,XVIII,2009,,42,20,5819,94,2016,Revisada,SGC,UPDATE,,,,
"Indique cuál de los siguientes NO se corresponde con un tipo de registro de recurso del Sistema de Nombres de Dominio (DNS "" Domain Name System""):","HINFO ""Host Information""","SOA "" Start Of Authority""","TTL ""Time-To- Live""","WKS ""Well-Now-Services""",C,B4,MAP 2008 A1,XVIII,2009,MAP 2008 A1,51,7,5820,116,2016,Revisada,SGC,UPDATE,,Examen TIC MAP A1 2008,,
"Con respecto a servidores y servicios que permiten conectar el entorno de las LAN con el mundo Internet, ¿cuál de las afirmaciones siguientes es CIERTA para un ""servidor NAT""?:
","Sirve para asignar dinámicamente direcciones IP a los clientes que no las tienen asignadas estáticamente en la configuración inicial, realizando funciones de protección contra ataques por reproducción","Se utilizan para trasformar una serie de direcciones IP internas, que no pueden ser reconocidas para salir a Internet.
","Sirven para limitar las direcciones IP/URL’s a las que los usuarios de la LAN de una organización pueden acceder a través de Internet, garantizando integridad de los datos y autenticación de origen vía el algoritmo MD5
","Guardan información sobre las direcciones de los servidores (host) representativos de nombres de dominio sobre los que se tiene autorización de acceso, disponiendo de capacidad adicional para consultar información de DNS’s que tengan los nombres de dominio y host de otros accesos que pudieran realizarse",B,B4,MAP 2008 A1,XVIII,2009,MAP 2008 A1,13,69,5821,102,2016,Revisada,SGC,UPDATE,,Examen TIC MAP A1 2008,,
"El Reglamento de desarrollo de la Ley Orgánica de Protección de Datos, aprobado por Rel Decreto 1720/2007 de 21 de diciembre, indica que el plazo máximo para dictar y notificar resolución acerca de la inscripción, modificación o cancelación de ficheros será de:",Un mes,Dos meses,Tres meses,Seis meses,A,B1,MAP 2008 A1,XVIII,2009,MAP 2008 A1,34,95,5822,35,2016,Revisada,SGC,UPDATE,,Examen TIC MAP A1 2008,,
Según Magerit versión 2 en un proyecto de análisis de gestión de riesgos qué documento de los citados a continuación NO se genera en el Proceso de Planificación:,Tipología de activos,Dimensiones de seguridad relevantes,Criterios de evaluación,Modelo de valor,D,B1,MAP 2008 A1,XVIII,2009,MAP 2008 A1,25,42,5823,45,2016,A eliminar,SGC,DELETE,,Examen TIC MAP A1 2008,,
Indique cuál de los siguientes criterios NO es correcto de acuerdo con el Modelo EFQM de Excelencia,Alianzas y recursos,Resultados clave,Resultados en la sociedad,Viabilidad económica,D,B3,MAP 2008 A1,XVIII,2009,MAP 2008 A1,44,83,5824,98,2016,Corregida,SGC,UPDATE,,Examen TIC MAP A1 2008,,
¿Cuál de las siguientes afirmaciones es INCORRECTA para el programa IDABC?,Fue gestionado por el Comité de Servicios Paneuropeos de Administración Electrónica (CSPAE),"Se configuró como el instrumento clave para llevar a cabo lo previsto en el Plan de Acción eEurope 2005 y sucesivos sobre el desarrollo de servicios paneuropeos
",Ejecuta lo previsto en la Decisión 2004/387/CE del Consejo UE y PE,Es posterior al programa ISA,D,B1,MAP 2008 A1,XVIII,2009,MAP 2008 A1,22,10,5825,43,2016,A ELIMINAR,LGD,DELETE,,Examen TIC MAP A1 2008,,
¿Cuál de las siguientes opciones NO es una vista de UML?,Vista de Componentes.,Vista de Despliegue.,Vista de Casos de Uso.,Vista de Flujo de Datos.,D,B3,MAP 2008 A1,XVIII,2009,MAP 2008 A1,39,36,5826,89,2016,Revisada,SGC,UPDATE,,Examen TIC MAP A1 2008,,
"Suponga que recibe una firma electrónica avanzada de tipo XAdES-T sin una asociación específica a ninguna política de firma concreta y que ha verificado con éxito el formato de la firma y su integridad. En esta situación, la evaluación de la validez de dicha firma electrónica según la norma ETSI TS 101 903 v1.3.2 da como resultado:",Firma inválida,Validación incompleta de la firma,Firma válida,Firma suspendida,B,B2,MAP 2008 A1,XVIII,2009,MAP 2008 A1,0,40,5827,30,2016,A eliminar,SGC,DELETE,,Examen TIC MAP A1 2008,,
"Con respecto a la tecnología conocida como ""SONET"" (terminología de EEUU) ó SDH / JDS (terminología en Europa), ¿cuál de las expresiones siguientes es INCORRECTA?","Especialmente concebida para funcionar sobre fibra óptica, con velocidades normalizadas que son múltiplos de una señal base de 155 Mbps denominada STM-1","Proporciona flexibilidad en acceso, capacidad de gestión, seguridad y protección pero no permite integración de voz, datos y multimedia",La inclusión de canales de control dentro de una trama SDH posibilita un control software total de la red,"En una red SDH los elementos de red se monitorizan extremo a extremo y se gestiona el mantenimiento de la integridad de la misma, lo que permite la inmediata identificación de fallo en un enlace ó nodo de la red",B,B4,MAP 2008 A1,XVIII,2009,MAP 2008 A1,6,36,5828,110,2016,Revisada,SGC,UPDATE,,Examen TIC MAP A1 2008,,
